code,occupation_primary,industry,state,state_name,rate,rate_type,effective_date,rating_authority,is_top_50_code,state_is_indep_bureau,state_is_monopolistic
2600,Yarn/Thread Manufacturing,manufacturing,IN,Indiana,2.3,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2623,Textile Rental Service,services,IN,Indiana,3.1,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2651,Awning/Tent Manufacturing,manufacturing,IN,Indiana,0.97,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2660,"Chemical Mfg. - Soap, Detergent",manufacturing,IN,Indiana,1.53,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2688,Oil or Gas Lease Operations - Well Perforating,mining,IN,Indiana,1.09,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2701,Logging Operations,logging,IN,Indiana,6.81,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2702,Saw Mill Operations,manufacturing,IN,Indiana,12.71,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2709,Wood Preserving,manufacturing,IN,Indiana,4.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2710,Planing Mill,manufacturing,IN,Indiana,5.48,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2714,Wood Turning,manufacturing,IN,Indiana,2.46,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2731,Wood Musical Instrument Mfg.,manufacturing,IN,Indiana,2.16,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2735,Broom or Brush Manufacturing,manufacturing,IN,Indiana,2.46,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2759,Set-Up Paper Box Mfg.,manufacturing,IN,Indiana,3.5,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2790,Paper Goods Manufacturing,manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2797,Felt or Paper Roofing Mfg.,manufacturing,IN,Indiana,1.26,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2799,Wallboard Manufacturing,manufacturing,IN,Indiana,2.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2802,Clay Tile Manufacturing,manufacturing,IN,Indiana,2.76,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2835,Wood Furniture Manufacturing,manufacturing,IN,Indiana,1.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2836,Upholstered Wood Furniture Mfg.,manufacturing,IN,Indiana,1.82,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2841,Last Manufacturing,manufacturing,IN,Indiana,2.06,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2881,"Last Block Mfg., N.O.C.",manufacturing,IN,Indiana,1.73,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2883,"Shoe Last Mfg., N.O.C.",manufacturing,IN,Indiana,1.33,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2915,Die Casting Foundry,manufacturing,IN,Indiana,1.96,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2916,Other Metal Foundries,manufacturing,IN,Indiana,1.69,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2923,Condensed Milk Manufacturing,manufacturing,IN,Indiana,1.09,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2960,Cheese Manufacturing,manufacturing,IN,Indiana,2.57,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3004,Forging - Drop or Machine,manufacturing,IN,Indiana,0.65,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3018,Metal Stamping,manufacturing,IN,Indiana,1.52,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3022,Metal Goods Mfg. - N.O.C.,manufacturing,IN,Indiana,1.95,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3027,Die Casting Mfg.,manufacturing,IN,Indiana,1.45,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3028,Metal Heat Treating,manufacturing,IN,Indiana,1.58,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3030,Metal Plating or Polishing,manufacturing,IN,Indiana,2.59,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3040,Metal Drum or Barrel Mfg.,manufacturing,IN,Indiana,2.8,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3041,Metal Pipe or Tube Mfg.,manufacturing,IN,Indiana,2.06,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3042,Metal Wire Drawing,manufacturing,IN,Indiana,1.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3064,Machine Parts Mfg. - N.O.C.,manufacturing,IN,Indiana,1.93,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3076,Pump Mfg.,manufacturing,IN,Indiana,1.63,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3081 D,Automobile Mfg.,manufacturing,IN,Indiana,2.31,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3082 D,"Truck, Trailer or Bus Mfg.",manufacturing,IN,Indiana,2.16,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3085 D,Aircraft Mfg.,manufacturing,IN,Indiana,2.63,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3110,Iron or Steel Rolling Mill,manufacturing,IN,Indiana,2.08,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3111,Rolling Mill NOC,manufacturing,IN,Indiana,1.2,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3113,Iron Foundry,manufacturing,IN,Indiana,0.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3114,Steel Foundry,manufacturing,IN,Indiana,1.47,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3118,Aluminum Foundry,manufacturing,IN,Indiana,0.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3119,"Brass, Bronze, Copper Foundry",manufacturing,IN,Indiana,0.53,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3122,Drop or Machine Forging,manufacturing,IN,Indiana,0.99,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3126,Forging NOC,manufacturing,IN,Indiana,1.09,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3131,Aluminum Die Casting,manufacturing,IN,Indiana,0.81,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3132,Zinc Die Casting,manufacturing,IN,Indiana,1.58,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3145,Metal Stamping NOC,manufacturing,IN,Indiana,1.17,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3146,Automobile Parts Stamping,manufacturing,IN,Indiana,1.15,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3169,Metal Goods Manufacturing NOC,manufacturing,IN,Indiana,1.2,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3179,Wire Goods Manufacturing NOC,manufacturing,IN,Indiana,1.04,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3180,Wire Rope or Cable Manufacturing,manufacturing,IN,Indiana,1.41,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3188,Sheet Metal Products Manufacturing,manufacturing,IN,Indiana,0.99,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3220,Aluminum Foundry,manufacturing,IN,Indiana,1.13,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3224,Die Casting Foundry,manufacturing,IN,Indiana,2.06,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3227,Other Metal Foundry,manufacturing,IN,Indiana,1.49,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3241,Other Metal Smelting & Refining,manufacturing,IN,Indiana,1.31,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3255,Iron or Steel Rolling Mill,manufacturing,IN,Indiana,1.61,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3257,Other Metal Rolling Mill,manufacturing,IN,Indiana,1.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3270,Drop or Machine Forging,manufacturing,IN,Indiana,1.25,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3300,Metal Stamping,manufacturing,IN,Indiana,3.55,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3303,Metal Goods Manufacturing,manufacturing,IN,Indiana,1.55,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3307,Hand Tool Manufacturing,manufacturing,IN,Indiana,1.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3315,Wire Drawing,manufacturing,IN,Indiana,1.47,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3334,Spring Manufacturing,manufacturing,IN,Indiana,1.41,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3336,Fastener Manufacturing,manufacturing,IN,Indiana,1.25,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3365,Metal Plating & Finishing,manufacturing,IN,Indiana,2.24,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3372,Metal Heat Treating,manufacturing,IN,Indiana,1.66,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3373,Metal Polishing & Buffing,manufacturing,IN,Indiana,2.44,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3383,Wood Pattern Manufacturing,manufacturing,IN,Indiana,0.75,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3385,Die Casting Manufacturing,manufacturing,IN,Indiana,0.51,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3400,Jewelry Manufacturing,manufacturing,IN,Indiana,2.06,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3507,Pharmaceutical Manufacturing,manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3515,Ink Manufacturing,manufacturing,IN,Indiana,1.15,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3548,Paint Manufacturing,manufacturing,IN,Indiana,0.85,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3559,Soap or Detergent Manufacturing,manufacturing,IN,Indiana,1.41,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3574,Gas Manufacturing,manufacturing,IN,Indiana,0.7,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3581,Rubber Goods Manufacturing,manufacturing,IN,Indiana,0.54,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3612,Machinery Manufacturing,manufacturing,IN,Indiana,1.13,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3620,Machine Shop,manufacturing,IN,Indiana,1.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3629,Die Casting Manufacturing,manufacturing,IN,Indiana,1.07,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3632,Foundry,manufacturing,IN,Indiana,1.2,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3634,Forging,manufacturing,IN,Indiana,0.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3635,Heat Treating,manufacturing,IN,Indiana,1.02,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3638,Metal Stamping,manufacturing,IN,Indiana,0.96,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3642,Sheet Metal Products Manufacturing,manufacturing,IN,Indiana,0.91,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3643,Wire Goods Manufacturing,manufacturing,IN,Indiana,1.09,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3647,Iron or Steel Works,manufacturing,IN,Indiana,1.49,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3648,Electrical Apparatus Manufacturing,manufacturing,IN,Indiana,0.73,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3681,Electrical Wiring Devices Manufacturing,manufacturing,IN,Indiana,0.51,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3685,Electrical Instrument Manufacturing,manufacturing,IN,Indiana,0.51,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3719,Oil refinery,manufacturing,IN,Indiana,0.39,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
3724,Millwright — installation/erection of machinery,manufacturing,IN,Indiana,2.04,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
3726,Boilermaking,manufacturing,IN,Indiana,1.73,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
3803,Automobile Manufacturing,manufacturing,IN,Indiana,1.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3807,Aircraft Manufacturing,manufacturing,IN,Indiana,0.93,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3808,Aircraft Parts Manufacturing,manufacturing,IN,Indiana,1.63,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3821,Engine or Turbine Manufacturing,manufacturing,IN,Indiana,3.17,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3822,Agricultural Machinery Manufacturing,manufacturing,IN,Indiana,2.46,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3824,Industrial Machinery Manufacturing - NOC,manufacturing,IN,Indiana,1.73,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3826,Office Machinery Manufacturing,manufacturing,IN,Indiana,0.35,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3827,Special Machinery Manufacturing - NOC,manufacturing,IN,Indiana,0.96,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3830,Tool Manufacturing - NOC,manufacturing,IN,Indiana,0.7,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3851,Forging - NOC,manufacturing,IN,Indiana,1.15,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3865,Electroplating - NOC,manufacturing,IN,Indiana,1.61,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
3881,Metal Stamping - NOC,manufacturing,IN,Indiana,2.67,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4000,Stone Crushing,mining,IN,Indiana,2.98,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4021,Concrete Products Manufacturing,manufacturing,IN,Indiana,2.19,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4024 D,Concrete Construction,construction,IN,Indiana,2.63,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4034,Asphalt Paving,construction,IN,Indiana,3.08,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4036,Asphalt Manufacturing,manufacturing,IN,Indiana,1.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4038,Sand or Gravel Digging,mining,IN,Indiana,1.17,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4062,Clay or Shale Digging,mining,IN,Indiana,2.72,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4101,Glass Manufacturing,manufacturing,IN,Indiana,1.1,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4109,Glassware Manufacturing,manufacturing,IN,Indiana,0.22,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4110,Glass Merchants,retail,IN,Indiana,0.5,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4111,Glass Installation,construction,IN,Indiana,1.1,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4114,Lens Grinding,manufacturing,IN,Indiana,1.39,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4130,Pottery Manufacturing,manufacturing,IN,Indiana,1.58,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4131,Porcelain Ware Manufacturing,manufacturing,IN,Indiana,2.72,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4133,Abrasive Paper or Cloth Manufacturing,manufacturing,IN,Indiana,1.33,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4149,Asbestos Goods Manufacturing,manufacturing,IN,Indiana,0.4,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4206,Cement Manufacturing,manufacturing,IN,Indiana,1.49,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4207,Lime Manufacturing,manufacturing,IN,Indiana,1.12,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4239,"Printing, Commercial",manufacturing,IN,Indiana,1.82,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4240,"Printing, Newspapers/Magazines",manufacturing,IN,Indiana,1.61,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4243,Photo-Engraving,manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
4244,Electrotyping or Stereotyping,manufacturing,IN,Indiana,1.49,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
